,Unnamed: 0,s3ic_id,num_dep,region,department,city,name,lat,lon,last_inspection,regime,seveso,family,active,code_postal,code_insee,code_naf
19419,21730,0065.11039,95,ILE DE FRANCE,VAL D'OISE,MARLY LA VILLE,AAC GLOBAL EXPRESS (ex SCI TRIAS SAMADA),664909,6887235,2015-02-12,A,NS,Industries,En fonctionnement,95670,95371,52.29A
19420,21731,0065.11040,78,ILE DE FRANCE,YVELINES,PORCHEVILLE,AMF (ACHAT MATERIAUX ET FERRAILLES),609782,6877213,2017-04-21,A,NS,Industries,En fonctionnement,78440,78501,38.32Z
19421,21732,0065.11060,91,ILE DE FRANCE,ESSONNE,TIGERY,Société Générale,663112,6838461,2018-06-06,E,NS,Industries,En fonctionnement,91250,91617,
19422,21733,0065.11103,77,ILE DE FRANCE,SEINE ET MARNE,BUSSY ST GEORGES,BNP PARIBAS,680723,6859217,2019-06-20,E,NS,Industries,En fonctionnement,77600,77058,
19423,21734,0065.11116,91,ILE DE FRANCE,ESSONNE,MORANGIS,IRON MOUTAIN France,650893,6844553,2020-06-16,E,NS,Industries,En fonctionnement,91420,91432,
19424,21735,0065.11117,77,ILE DE FRANCE,SEINE ET MARNE,VIMPELLES,LAFARGEHOLCIM Granulats,711919,6814937,2020-11-09,A,NS,Carrières,En fonctionnement,77520,77524,08.12Z
19425,21736,0065.11124,78,ILE DE FRANCE,YVELINES,EPONE,APERAM ALLOYS RESCAL SA,613892,6873957,2017-11-23,A,NS,Industries,En fonctionnement,78680,78217,24.45Z
19426,21737,0065.11139,77,ILE DE FRANCE,SEINE ET MARNE,LIZY SUR OURCQ,DEFI Group,702013,6880748,2018-10-25,E,NS,Industries,En fonctionnement,77440,77257,25.50B
19427,21738,0065.11153,77,ILE DE FRANCE,SEINE ET MARNE,LIEUSAINT,ESPACE EXPANSION,666694,6835156,2020-10-06,E,NS,Industries,En fonctionnement,77566,77251,68.32A
19428,21739,0065.11164,77,ILE DE FRANCE,SEINE ET MARNE,TOURNAN EN BRIE,GENERIS ,682488,6848825,2016-11-24,A,NS,Industries,En fonctionnement,77220,77470,
19429,21740,0065.11246,78,ILE DE FRANCE,YVELINES,ABLIS,FRIGORIFIQUE D'ABLIS,613952,6825990,,E,NS,Industries,En fonctionnement,78660,78003,
19430,21741,0065.11281,77,ILE DE FRANCE,SEINE ET MARNE,POINCY,BARRE LOGISTIQUE SERVICES,693809,6874391,2018-02-02,E,NS,Industries,En fonctionnement,77470,77369,
19431,21742,0065.11283,95,ILE DE FRANCE,VAL D'OISE,HERBLAY,SCI FONDS D'INVESTISSEMENTS PROUDREED,639004,6878947,2019-12-16,E,NS,Industries,En fonctionnement,95220,95306,
19432,21743,0065.11289,77,ILE DE FRANCE,SEINE ET MARNE,COLLEGIEN,CARREFOUR PROPERTY GESTION,675128,6859676,2016-01-06,E,NS,Industries,En fonctionnement,77090,77121,
19433,21744,0065.11291,95,ILE DE FRANCE,VAL D'OISE,CERGY,LOUIS VUITTON MALLETIER - EOLE,629040,6884509,2018-10-11,E,NS,Industries,En fonctionnement,95000,95127,
19434,21745,0065.11309,95,ILE DE FRANCE,VAL D'OISE,ST WITZ,M7 FRANCE FAF (ex DPK ST WITZ SAS),665437,6888283,2020-03-05,A,NS,Industries,En fonctionnement,95470,95580,
19435,21746,0065.11323,77,ILE DE FRANCE,SEINE ET MARNE,SERVON,Revalorisation Bois Matière,670039,6845270,2019-06-20,A,NS,Industries,En fonctionnement,77170,77450,
19436,21747,0065.11324,77,ILE DE FRANCE,SEINE ET MARNE,VIMPELLES,SABLES DE BREVANNES,712329,6814121,2020-10-23,A,NS,Carrières,En fonctionnement,77520,77524,08.12Z
19437,21748,0065.11335,77,ILE DE FRANCE,SEINE ET MARNE,CHATEAU LANDON,"DUSOGAT (ex DUSAPT, ex SOBOGAT)",676796,6781883,2020-12-01,A,NS,Industries,En fonctionnement,77570,77099,
19438,21749,0065.11337,77,ILE DE FRANCE,SEINE ET MARNE,CHATRES,EDISSIMMO,688259,6847539,2018-03-27,A,SB,Industries,En fonctionnement,77610,77104,
19439,21750,0065.11344,77,ILE DE FRANCE,SEINE ET MARNE,CERNEUX,TVD,724639,6843228,2016-03-30,A,NS,Industries,En fonctionnement,77320,77066,
19440,21751,0065.11346,77,ILE DE FRANCE,SEINE ET MARNE,LE MESNIL AMELOT,ARIC SA (ex SNC DES SAULES),669858,6879728,,E,NS,Industries,En fonctionnement,77990,77291,
19441,21752,0065.11347,77,ILE DE FRANCE,SEINE ET MARNE,ST THIBAULT DES VIGNES,BURBAN PALETTES RECYCLAGES,676183,6863230,2015-07-23,E,NS,Industries,En fonctionnement,77400,77438,
19442,21753,0065.11366,77,ILE DE FRANCE,SEINE ET MARNE,ST PIERRE LES NEMOURS,Terres Bocage Gâtinais ex CAG,677209,6797397,2020-10-27,A,NS,Industries,En fonctionnement,77140,77431,
19443,21754,0065.11380,77,ILE DE FRANCE,SEINE ET MARNE,NOYEN SUR SEINE,A2C GRANULAT,724333,6818435,2020-01-09,A,NS,Carrières,En fonctionnement,77114,77341,
19444,21755,0065.11408,95,ILE DE FRANCE,VAL D'OISE,MARLY LA VILLE,SCI ANGERS MARLY (ex PRD),664738,6888084,2021-02-15,A,NS,Industries,En fonctionnement,95670,95371,
19445,21756,0065.11412,77,ILE DE FRANCE,SEINE ET MARNE,CHATRES,EDISSIMMO (Bât. 1),686722,6847592,2020-06-15,A,NS,Industries,En fonctionnement,77610,77104,
19446,21757,0065.11420,78,ILE DE FRANCE,YVELINES,LE CHESNAY-ROCQUENCOURT,TOTAL RAFFINAGE MARKETING,633641,6859942,2014-10-30,E,NS,Industries,En fonctionnement,78150,78158,
19447,21758,0065.11459,77,ILE DE FRANCE,SEINE ET MARNE,CHATRES,CASTORAMA (ex VAL BREON DEVELOP  Bât. 2),687347,6847587,2020-06-15,A,NS,Industries,En fonctionnement,77610,77104,
19448,21760,0065.11470,78,ILE DE FRANCE,YVELINES,MONTIGNY LE BRETONNEUX,TOTAL RAFFINAGE MARKETING,629498,6853816,2015-04-20,E,NS,Industries,En fonctionnement,78051,78423,
19449,21761,0065.11475,91,ILE DE FRANCE,ESSONNE,LONGJUMEAU,NOVELTY LOGISTA FRANCE,648353,6845116,2015-04-21,E,NS,Industries,En fonctionnement,91160,91345,
19450,21762,0065.11500,91,ILE DE FRANCE,ESSONNE,STE GENEVIEVE DES BOIS,PRECISIUM GROUPE,650951,6835790,2021-02-09,E,NS,Industries,En fonctionnement,91700,91549,
19451,21763,0065.11508,91,ILE DE FRANCE,ESSONNE,BRETIGNY SUR ORGE,LA PIECE AUTOMOBILE,647831,6831803,2018-09-19,E,NS,Industries,En fonctionnement,91220,91103,45.32Z
19452,21764,0065.11521,91,ILE DE FRANCE,ESSONNE,CORBEIL ESSONNES,SMCTVPE,661064,6835362,2014-03-27,E,NS,Industries,En fonctionnement,91100,91174,
19453,21765,0065.11522,91,ILE DE FRANCE,ESSONNE,EVRY-COURCOURONNES,PREFECTURE DE L'ESSONNE,658410,6836740,2020-05-27,E,NS,Industries,En fonctionnement,91000,91228,
19454,21766,0065.11533,91,ILE DE FRANCE,ESSONNE,ETAMPES,COURGEON,637841,6817025,2016-05-12,E,NS,Industries,En fonctionnement,91150,91223,
19455,21767,0065.11547,91,ILE DE FRANCE,ESSONNE,ATHIS MONS,TRI ENVIRONNEMENT et RECYCLAGE,655478,6844526,2020-02-04,A,NS,Industries,En fonctionnement,91200,91027,
19456,21768,0065.11555,77,ILE DE FRANCE,SEINE ET MARNE,DAMMARIE LES LYS,SOCIETE DES EAUX DE MELUN,671311,6823999,2020-12-02,A,NS,Industries,En fonctionnement,77191,77152,
19457,21769,0065.11561,91,ILE DE FRANCE,ESSONNE,CHAMPLAN,INVESTISUD,647713,6845243,2019-04-30,E,NS,Industries,En fonctionnement,91160,91136,
19458,21770,0065.11568,95,ILE DE FRANCE,VAL D'OISE,OSNY,VITESCO TECHNOL. (ex CONTINENTAL AUTOM.),631638,6884099,2020-10-26,A,NS,Industries,En fonctionnement,95520,95476,
19459,21771,0065.11575,95,ILE DE FRANCE,VAL D'OISE,ST OUEN L AUMONE,NEOCHIMIE,636941,6883932,2019-02-27,A,NS,Industries,En fonctionnement,95310,95572,
19460,21772,0065.11582,91,ILE DE FRANCE,ESSONNE,MORANGIS,SMCTVPE,650775,6845725,2014-04-03,E,NS,Industries,En fonctionnement,91420,91432,
19461,21773,0065.11600,78,ILE DE FRANCE,YVELINES,LIMAY,DERECO DIB,608829,6877027,2020-02-19,A,NS,Industries,En fonctionnement,78520,78335,38.11Z
19462,21774,0065.11676,91,ILE DE FRANCE,ESSONNE,ANGERVILLIERS,WIENERBERGER,630718,6833015,2020-06-30,A,NS,Carrières,En fonctionnement,91470,91017,
19463,21775,0065.11723,77,ILE DE FRANCE,SEINE ET MARNE,DAMMARIE LES LYS,INITIAL BTB,672380,6824654,2018-04-10,E,NS,Industries,En fonctionnement,77190,77152,77.29Z
19464,21776,0065.11727,91,ILE DE FRANCE,ESSONNE,SACLAY,CEA,637370,6848071,2020-12-15,E,NS,Industries,En fonctionnement,91400,91534,
19465,21778,0065.11768,77,ILE DE FRANCE,SEINE ET MARNE,EMERAINVILLE,VREP (ex DHL Solutions France - Bât C),671529,6856727,2020-02-25,E,NS,Industries,En fonctionnement,77184,77169,
19466,21779,0065.11771,77,ILE DE FRANCE,SEINE ET MARNE,BUSSY ST GEORGES,LOGISTIQUE GALERIES LAFAYETTE SA,680932,6859238,2018-07-17,A,NS,Industries,En fonctionnement,77600,77058,
19467,21780,0065.11801,91,ILE DE FRANCE,ESSONNE,CORBEIL ESSONNES,GROUPE MARQUES AVENUE,659295,6834490,2020-07-29,E,NS,Industries,En fonctionnement,91100,91174,
19468,21781,0065.11820,95,ILE DE FRANCE,VAL D'OISE,MARLY LA VILLE,PARCOLOG,665081,6887511,2020-03-05,A,NS,Industries,En fonctionnement,95670,95371,
19469,21782,0065.11826,95,ILE DE FRANCE,VAL D'OISE,ARGENTEUIL,AFUL COTE SEINE,645345,6871862,2016-10-18,E,NS,Industries,En fonctionnement,95100,95018,
19470,21783,0065.11829,78,ILE DE FRANCE,YVELINES,SARTROUVILLE,PHOTOBOX,640593,6872663,2018-06-28,A,NS,Industries,En fonctionnement,78500,78586,
19471,21784,0065.11832,77,ILE DE FRANCE,SEINE ET MARNE,VILLENEUVE ST DENIS,Société JEM,684661,6857138,2006-04-04,E,NS,Industries,En fonctionnement,77174,77510,
19472,21785,0065.11836,78,ILE DE FRANCE,YVELINES,ABLIS,SOBELOC,613278,6825067,2018-11-21,A,NS,Industries,En fonctionnement,78660,78003,
19473,21786,0065.11837,91,ILE DE FRANCE,ESSONNE,BRETIGNY SUR ORGE,PARC LOGISTIQUE MAISONNEUVE 3,648092,6831567,2017-02-22,A,NS,Industries,En fonctionnement,91220,91103,
19474,21787,0065.11839,91,ILE DE FRANCE,ESSONNE,BRETIGNY SUR ORGE,PARC LOGISTIQUE MAISONNEUVE 4,648064,6831379,2017-02-22,A,NS,Industries,En fonctionnement,91220,91103,
19475,21788,0065.11864,91,ILE DE FRANCE,ESSONNE,ST GERMAIN LES ARPAJON,CARREFOUR SUPPLY CHAIN (ex LOGIDIS C.M.),647232,6832938,2017-07-24,A,NS,Industries,En fonctionnement,91180,91552,46.39B
19476,21789,0065.11871,78,ILE DE FRANCE,YVELINES,LE CHESNAY-ROCQUENCOURT,ESPACE EXPANSION (ex SYNDICAT COPRO P2)s,635141,6859024,2019-09-05,E,NS,Industries,En fonctionnement,78150,78158,
19477,21790,0065.11904,77,ILE DE FRANCE,SEINE ET MARNE,COMBS LA VILLE,WHIRLPOOL,667744,6839660,2020-12-15,A,NS,Industries,En fonctionnement,77380,77122,
19478,21791,0065.11908,77,ILE DE FRANCE,SEINE ET MARNE,DAMMARIE LES LYS,INTERNATIONAL PARIS AVENUE MELUN,673927,6825291,2017-08-31,E,NS,Industries,En fonctionnement,77190,77152,
19479,21792,0065.11913,77,ILE DE FRANCE,SEINE ET MARNE,CREGY LES MEAUX,LIDL,690026,6874121,2018-06-22,A,NS,Industries,En fonctionnement,77124,77143,52.10B
19480,21793,0065.11926,77,ILE DE FRANCE,SEINE ET MARNE,BEAUTHEIL-SAINTS,COMPOST TECHNOLOGIE DU MEE (CTM),705612,6855066,2016-05-10,E,NS,Industries,En fonctionnement,77120,77433,
19481,21794,0065.11935,95,ILE DE FRANCE,VAL D'OISE,GONESSE,STANDARDAERO FRANCE -ex VECTOR AEROSPACE,659493,6876612,2021-01-15,A,NS,Industries,En fonctionnement,95500,95277,
19482,21795,0065.11939,95,ILE DE FRANCE,VAL D'OISE,HERBLAY,Fonds d'investissement PROUDREED ,639004,6878947,2015-02-17,E,NS,Industries,En fonctionnement,95220,95306,
19483,21796,0065.11950,78,ILE DE FRANCE,YVELINES,THIVERVAL GRIGNON,SEPUR,620822,6859751,2020-03-10,A,NS,Industries,En fonctionnement,78850,78615,38.11Z
19484,21797,0065.11986,77,ILE DE FRANCE,SEINE ET MARNE,MAROLLES SUR SEINE,SEAPM,704288,6808894,2019-10-10,A,NS,Carrières,En fonctionnement,77130,77279,71.12B
19485,21798,0065.11993,91,ILE DE FRANCE,ESSONNE,MARCOUSSIS,GME Garde Meubles Européen,641628,6840861,,E,NS,Industries,En fonctionnement,91460,91363,
19486,21799,0065.12006,91,ILE DE FRANCE,ESSONNE,CORBEIL ESSONNES,UNITOL,661147,6835763,2016-05-26,A,NS,Industries,En fonctionnement,91814,91174,
19487,21800,0065.12017,77,ILE DE FRANCE,SEINE ET MARNE,LIEUSAINT,SCC (ex SCI PO1),667630,6835670,2020-11-17,E,NS,Industries,En fonctionnement,77127,77251,
19488,21801,0065.12018,77,ILE DE FRANCE,SEINE ET MARNE,MISY SUR YONNE,JMC-VER,706626,6806648,2019-10-04,E,NS,Industries,En fonctionnement,77130,77293,
19489,21802,0065.12042,77,ILE DE FRANCE,SEINE ET MARNE,CHATRES,AEW EUROPE,688450,6847510,2020-06-15,A,NS,Industries,En fonctionnement,77610,77104,
19490,21803,0065.12140,77,ILE DE FRANCE,SEINE ET MARNE,LOGNES,LOGISTA FRANCE (ex ALTADIS DISTRIBUTION),672688,6858542,2015-12-16,E,NS,Industries,En fonctionnement,77185,77258,
19491,21804,0065.12161,91,ILE DE FRANCE,ESSONNE,LES ULIS,COLT  TECHNOLOGY SERVICES,640880,6841912,2021-02-03,A,NS,Industries,En fonctionnement,91940,91692,
19492,21807,0065.12175,91,ILE DE FRANCE,ESSONNE,BRETIGNY SUR ORGE,DEM'S  AUTOS,648763,6832779,2019-07-11,E,NS,Industries,En fonctionnement,91220,91103,
19493,21808,0065.12187,91,ILE DE FRANCE,ESSONNE,MORANGIS,CENTRE PARISIEN DE RECYCLAGE,651102,6845145,2021-01-26,A,NS,Industries,En fonctionnement,91420,91432,38.32Z
19494,21809,0065.12189,95,ILE DE FRANCE,VAL D'OISE,ARGENTEUIL,SUEZ R&V Energie (ex NOVERGIE-machefers),641927,6873419,2019-11-12,A,NS,Industries,En fonctionnement,95100,95018,
19495,21810,0065.12190,77,ILE DE FRANCE,SEINE ET MARNE,FONTENAY TRESIGNY,FRANCE EUROPE AUTOMOBILE,691329,6844480,2021-01-28,E,NS,Industries,En fonctionnement,77610,77192,
19496,21811,0065.12200,77,ILE DE FRANCE,SEINE ET MARNE,EMERAINVILLE,YPREMA,671516,6857514,2016-10-04,E,NS,Industries,En fonctionnement,77184,77169,08.12Z
19497,21812,0065.12204,91,ILE DE FRANCE,ESSONNE,CORBEIL ESSONNES,CENTRE HOSPITALIER SUD FRANCILIEN,659885,6835627,2020-11-18,A,NS,Industries,En fonctionnement,91100,91174,
19498,21813,0065.12207,95,ILE DE FRANCE,VAL D'OISE,ST MARTIN DU TERTRE,PICHETA Carrière Champ Gonelle ST MARTIN,651935,6887128,2018-10-12,A,NS,Carrières,En fonctionnement,95270,95566,43.12B
19499,21814,0065.12208,91,ILE DE FRANCE,ESSONNE,CORBEIL ESSONNES,PIECES AUTO DULIN,660068,6834644,2021-01-05,E,NS,Industries,En fonctionnement,91100,91174,45.32Z
19500,21815,0065.12215,78,ILE DE FRANCE,YVELINES,TRAPPES,ECF Trappes Logistic,625566,6851481,2018-11-23,E,NS,Industries,En fonctionnement,78190,78621,
19501,21816,0065.12216,91,ILE DE FRANCE,ESSONNE,LARDY,SMCTVPE,647509,6825897,2014-01-29,E,NS,Industries,En fonctionnement,91510,91330,
19502,21817,0065.12239,77,ILE DE FRANCE,SEINE ET MARNE,CHELLES,Source Chantereine,672114,6864301,2020-11-24,E,NS,Industries,En fonctionnement,77500,77108,11.07A
19503,21818,0065.12248,95,ILE DE FRANCE,VAL D'OISE,VEMARS,PROLOGIS FRANCE CXII (ex PROLOGIS  LXX),667430,6886189,2016-09-12,A,NS,Industries,En fonctionnement,95470,95641,
19504,21819,0065.12249,95,ILE DE FRANCE,VAL D'OISE,VEMARS,PROLOGIS,667561,6885924,2016-09-12,A,NS,Industries,En fonctionnement,95470,95641,
19505,21820,0065.12250,95,ILE DE FRANCE,VAL D'OISE,VEMARS,EXACOMPTA,667590,6885759,2015-04-09,A,NS,Industries,En fonctionnement,95470,95641,
19506,21821,0065.12252,77,ILE DE FRANCE,SEINE ET MARNE,COMBS LA VILLE,SCI PARCOLOG COMBS LA VILLE,666632,6838932,2017-12-12,E,NS,Industries,En fonctionnement,77380,77122,
19507,21822,0065.12258,77,ILE DE FRANCE,SEINE ET MARNE,LORREZ LE BOCAGE PREAUX,GSM secteur IDF est,693588,6796610,2016-11-09,A,NS,Carrières,En fonctionnement,77710,77261,
19508,21823,0065.12301,91,ILE DE FRANCE,ESSONNE,EVRY-COURCOURONNES,SIARCE (compostage boues step),660657,6836122,2017-10-16,A,NS,Industries,En fonctionnement,91000,91228,
19509,21824,0065.12315,77,ILE DE FRANCE,SEINE ET MARNE,BRIE COMTE ROBERT,Midi de la Plaine,671307,6843835,2020-12-15,A,NS,Industries,En fonctionnement,77170,77053,
19510,21825,0065.12332,95,ILE DE FRANCE,VAL D'OISE,MARLY LA VILLE,SELP MARLY (ex SEGRO-CENTRALSP.) - Bât A,664857,6886920,2020-01-21,A,NS,Industries,En fonctionnement,95670,95371,68.20B
19511,21826,0065.12345,78,ILE DE FRANCE,YVELINES,LIMAY,Guy Dauphin Environnement,607521,6876611,2020-06-02,A,NS,Industries,En fonctionnement,78520,78335,
19512,21827,0065.12349,95,ILE DE FRANCE,VAL D'OISE,GONESSE,GIP Blanchiserie interhospitalière,659951,6876979,2018-04-11,E,NS,Industries,En fonctionnement,95500,95277,
19513,21828,0065.12368,77,ILE DE FRANCE,SEINE ET MARNE,VAIRES SUR MARNE,EDF TAC,674746,6863702,2020-11-30,A,SB,Industries,En fonctionnement,77360,77479,35.11Z
19514,21829,0065.12371,78,ILE DE FRANCE,YVELINES,LIMAY,DIELIX (ex SARP biodiesel),608249,6875503,2019-03-19,A,NS,Industries,En fonctionnement,78520,78335,38.22Z
19515,21830,0065.12372,77,ILE DE FRANCE,SEINE ET MARNE,VAUDOY EN BRIE,FERME DE CHEVRY EARL,705929,6844293,,A,NS,Industries,En fonctionnement,77141,77486,
19516,21831,0065.12373,77,ILE DE FRANCE,SEINE ET MARNE,PONTAULT COMBAULT,AUTO OPREMA,670224,6853039,2018-06-15,E,NS,Industries,En fonctionnement,77340,77373,45.11Z
19517,21832,0065.12386,78,ILE DE FRANCE,YVELINES,ST MARTIN DE BRETHENCOURT,PIGEON GRANULAT FRANCE (ex STAR),619536,6824502,2019-04-02,A,NS,Carrières,En fonctionnement,78660,78564,
19518,21833,0065.12393,77,ILE DE FRANCE,SEINE ET MARNE,BRIE COMTE ROBERT,SCI BRIE LOGISTIQUE (ex PANHARD DEVELOP),672271,6844432,2014-04-17,A,NS,Industries,En fonctionnement,77170,77053,
19519,21834,0065.12394,95,ILE DE FRANCE,VAL D'OISE,ST LEU LA FORET,CORDEBAR - SAINT LEU LA FORET,645049,6878356,2016-06-29,E,NS,Industries,En fonctionnement,95320,95563,
19520,21835,0065.12395,91,ILE DE FRANCE,ESSONNE,BONDOUFLE,BG APPRO,653984,6835589,2020-02-04,E,NS,Industries,En fonctionnement,91070,91086,
19521,21836,0065.12396,91,ILE DE FRANCE,ESSONNE,BOISSY SOUS ST YON,ALLO CARS CASSE,642073,6827651,2020-06-18,E,NS,Industries,En fonctionnement,91790,91085,45.11Z
19522,21837,0065.12403,77,ILE DE FRANCE,SEINE ET MARNE,BRIE COMTE ROBERT,Midi de la Plaine (Bâtiment 3),672322,6844554,2017-12-05,E,NS,Industries,En fonctionnement,77170,77053,
19523,21838,0065.12407,78,ILE DE FRANCE,YVELINES,CARRIERES SOUS POISSY,AUTO DESTRUCTION,628331,6872980,2019-04-11,E,NS,Industries,En fonctionnement,78955,78123,38.31Z
19524,21839,0065.12429,77,ILE DE FRANCE,SEINE ET MARNE,CHATRES,EDISSIMMO (Bât. 3),687900,6847430,2020-06-15,A,NS,Industries,En fonctionnement,77610,77104,
19525,21840,0065.12448,77,ILE DE FRANCE,SEINE ET MARNE,CLAYE SOUILLY,GENERIS,680511,6872112,2019-06-13,E,NS,Industries,En fonctionnement,77410,77118,38.21Z
19526,21841,0065.12458,77,ILE DE FRANCE,SEINE ET MARNE,POINCY,DAHER,693905,6874061,2018-05-14,A,SB,Industries,En fonctionnement,77470,77369,
19527,21842,0065.12461,77,ILE DE FRANCE,SEINE ET MARNE,ST SOUPPLETS,KNAUF PLATRES,685584,6880078,2020-07-17,A,NS,Carrières,En fonctionnement,77165,77437,
19528,21843,0065.12480,91,ILE DE FRANCE,ESSONNE,BALLANCOURT SUR ESSONNE,SMCTVPE,654975,6823762,2019-02-18,E,NS,Industries,En fonctionnement,91610,91045,
19529,21844,0065.12484,77,ILE DE FRANCE,SEINE ET MARNE,MOUY SUR SEINE,A2C +GRANULATS VICAT+GSM,720020,6815294,2020-11-02,A,NS,Carrières,En fonctionnement,77480,77325,
19530,21845,0065.12489,91,ILE DE FRANCE,ESSONNE,ECHARCON,SEMAVAL,655343,6832383,2020-09-22,A,NS,Industries,En fonctionnement,91540,91204,
19531,21846,0065.12500,95,ILE DE FRANCE,VAL D'OISE,SURVILLIERS,ING REEIF ( ex IPBM ex SOPHIA GE),666519,6888306,2021-01-25,A,NS,Industries,En fonctionnement,95470,95604,
19532,21847,0065.12501,95,ILE DE FRANCE,VAL D'OISE,ST LEU LA FORET,AGV 95,645012,6878352,2018-06-19,E,NS,Industries,En fonctionnement,95320,95563,45.11Z
19533,21848,0065.12512,77,ILE DE FRANCE,SEINE ET MARNE,BRIE COMTE ROBERT,SCI BATIBRIE (ex. CHROMOVOGUE),671948,6844852,2016-12-06,E,NS,Industries,En fonctionnement,77170,77053,
19534,21849,0065.12516,77,ILE DE FRANCE,SEINE ET MARNE,JOSSIGNY,Hôpital de Jossigny,683181,6861035,2020-12-14,E,NS,Industries,En fonctionnement,77600,77237,
19535,21850,0065.12517,78,ILE DE FRANCE,YVELINES,VERSAILLES,EP du chateau du musee et de domaine nal,635543,6856365,2019-07-01,E,NS,Industries,En fonctionnement,78000,78646,
19536,21851,0065.12539,77,ILE DE FRANCE,SEINE ET MARNE,BAGNEAUX SUR LOING,AIR LIQUIDE FRANCE INDUSTRIE,678273,6791754,2018-04-27,A,SB,Industries,En fonctionnement,77167,77016,20.11Z
19537,21852,0065.12554,95,ILE DE FRANCE,VAL D'OISE,GARGES LES GONESSE,SCI LA MUETTE (ex UGICOMI),656669,6874231,2020-10-16,A,NS,Industries,En fonctionnement,95140,95268,68.20B
19538,21853,0065.12585,77,ILE DE FRANCE,SEINE ET MARNE,CHATRES,AEW Europe (mandataire de la société),687900,6847130,2020-06-15,A,NS,Industries,En fonctionnement,77610,77104,
19539,21855,0065.12610,77,ILE DE FRANCE,SEINE ET MARNE,LA GRANDE PAROISSE,ASTRA RECYCLAGE,694305,6809416,2020-10-06,A,NS,Industries,En fonctionnement,77130,77210,
19540,21856,0065.12611,95,ILE DE FRANCE,VAL D'OISE,SARCELLES,PAPREC D3E (ex VALDELEC),655519,6877447,2020-05-12,A,NS,Industries,En fonctionnement,95200,95585,38.32Z
19541,21857,0065.12623,77,ILE DE FRANCE,SEINE ET MARNE,VERT ST DENIS,ITM LAI,673281,6830154,2017-05-16,A,NS,Industries,En fonctionnement,77240,77495,
19542,21858,0065.12632,78,ILE DE FRANCE,YVELINES,LES MUREAUX,Sté Foncière et Commerc d'Investissement,618844,6876865,2018-01-26,E,NS,Industries,En fonctionnement,78130,78440,68.32A
19543,21859,0065.12634,95,ILE DE FRANCE,VAL D'OISE,GROSLAY,GARAGE UNIVERSEL AUTO PIECES (ex MPA),653438,6875707,2020-11-17,E,NS,Industries,En fonctionnement,95410,95288,
19544,21860,0065.12635,77,ILE DE FRANCE,SEINE ET MARNE,CREGY LES MEAUX,SODIS ex.SCI MEAUX VERT ST DENIS,690711,6875239,2020-11-27,A,NS,Industries,En fonctionnement,77124,77143,
19545,21861,0065.12640,78,ILE DE FRANCE,YVELINES,ACHERES,GSM,631974,6876068,2019-03-14,A,NS,Carrières,En fonctionnement,78260,78005,
19546,21862,0065.12641,77,ILE DE FRANCE,SEINE ET MARNE,MOUSSY LE NEUF,LOGICOR 1,671471,6885547,2019-02-11,A,NS,Industries,En fonctionnement,77230,77322,
19547,21863,0065.12663,95,ILE DE FRANCE,VAL D'OISE,LOUVRES,COSSON (plateforme) LOUVRES,664767,6884438,2020-10-12,A,NS,Industries,En fonctionnement,95380,95351,
19548,21864,0065.12705,95,ILE DE FRANCE,VAL D'OISE,BERNES SUR OISE,METALINOX,648755,6894967,2021-02-12,A,NS,Industries,En fonctionnement,95340,95058,38.32Z
19549,21865,0065.12706,78,ILE DE FRANCE,YVELINES,ACHERES,LA GRANDE ARCHE (carrière),631596,6874651,2018-01-12,A,NS,Carrières,En fonctionnement,78260,78005,08.11Z
19550,21866,0065.12709,95,ILE DE FRANCE,VAL D'OISE,ST OUEN L AUMONE,LOGICOR,636078,6881101,2015-10-01,E,NS,Industries,En fonctionnement,95066,95572,
19551,21867,0065.12747,78,ILE DE FRANCE,YVELINES,ST CYR L ECOLE,HYDREAULYS (EX SMAROV),632377,6858104,2019-02-07,A,NS,Industries,En fonctionnement,78210,78545,
19552,21868,0065.12763,95,ILE DE FRANCE,VAL D'OISE,VILLIERS LE BEL,MAJ (ex GRENELLE SERVICE),655317,6878011,2019-04-10,E,NS,Industries,En fonctionnement,95400,95680,
19553,21869,0065.12767,78,ILE DE FRANCE,YVELINES,LIMAY,FRANCE PLASTIQUES RECYCLAGE,607566,6876420,2020-09-18,A,NS,Industries,En fonctionnement,78520,78335,38.32Z
19554,21870,0065.12777,95,ILE DE FRANCE,VAL D'OISE,GONESSE,GL EVENTS SERVICES (exSNC TULIPES NORD),660605,6874138,2018-10-04,A,NS,Industries,En fonctionnement,95500,95277,
19555,21871,0065.12795,91,ILE DE FRANCE,ESSONNE,ST MICHEL SUR ORGE,VALVE PRECISION ,649943,6835891,2020-06-11,E,NS,Industries,En fonctionnement,91240,91570,22.22Z
19556,21872,0065.12803,91,ILE DE FRANCE,ESSONNE,WISSOUS,AFM,650597,6847809,2016-05-11,E,NS,Industries,En fonctionnement,91320,91689,38.32Z
19557,21874,0065.12848,91,ILE DE FRANCE,ESSONNE,WISSOUS,ENTREPOTS  RANGER PARIS SUD,649720,6847562,2017-04-06,E,NS,Industries,En fonctionnement,91320,91689,
19558,21875,0065.12877,77,ILE DE FRANCE,SEINE ET MARNE,CITRY,GSM Secteur IDF Est,718190,6874213,2016-02-11,A,NS,Carrières,En fonctionnement,77730,77117,08.12Z
